wavelength_nm,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100,sample_101,sample_102,sample_103,sample_104,sample_105,sample_106,sample_107,sample_108,sample_109,sample_110,sample_111,sample_112,sample_113,sample_114,sample_115,sample_116,sample_117,sample_118,sample_119,sample_120,sample_121,sample_122,sample_123,sample_124,sample_125,sample_126,sample_127,sample_128,sample_129,sample_130,sample_131,sample_132,sample_133,sample_134,sample_135,sample_136,sample_137,sample_138,sample_139,sample_140,sample_141,sample_142,sample_143,sample_144,sample_145,sample_146,sample_147,sample_148,sample_149,sample_150,sample_151,sample_152,sample_153,sample_154,sample_155,sample_156,sample_157,sample_158,sample_159,sample_160,sample_161,sample_162,sample_163,sample_164,sample_165,sample_166,sample_167,sample_168,sample_169,sample_170,sample_171,sample_172,sample_173,sample_174,sample_175,sample_176,sample_177,sample_178,sample_179,sample_180,sample_181,sample_182,sample_183,sample_184,sample_185,sample_186,sample_187,sample_188,sample_189,sample_190
430,0.019500,0.088900,0.768600,0.199500,0.576000,0.421700,0.291900,0.192900,0.111800,0.064800,0.030700,0.115900,0.073300,0.186400,0.073300,0.044400,0.278800,0.171900,0.029000,0.158500,0.345900,0.144000,0.036400,0.078900,0.193400,0.051100,0.039600,0.049300,0.116800,0.023400,0.055800,0.264200,0.082000,0.035700,0.028800,0.096500,0.020300,0.050700,0.018400,0.034200,0.165200,0.060100,0.325500,0.039900,0.120600,0.085600,0.012800,0.099100,0.026400,0.036900,0.043000,0.089000,0.010800,0.300100,0.123000,0.010700,0.063900,0.062600,0.044000,0.166000,0.111100,0.135000,0.156900,0.022200,0.052000,0.125000,0.489400,0.424800,0.061200,0.068300,0.064100,0.202800,0.115700,0.063000,0.058000,0.041900,0.201600,0.057000,0.025200,0.018400,0.029900,0.059000,0.041500,0.046200,0.100700,0.028300,0.030800,0.032200,0.034400,0.043900,0.026300,0.018900,0.018500,0.229600,0.085300,0.056300,0.048300,0.065900,0.189700,0.053600,0.013900,0.026200,0.078600,0.055000,0.017300,0.138000,0.161200,0.035300,0.112700,0.173500,0.075000,0.045700,0.201500,0.468300,0.057300,0.292500,0.496400,0.049900,0.254700,0.168500,0.338900,0.352200,0.127600,0.241600,0.567000,0.168900,0.205200,0.592100,0.343000,0.472500,0.283300,0.507900,0.294200,0.147900,0.615700,0.241000,0.363900,0.087600,0.424900,0.743900,0.430500,0.218000,0.277900,0.274600,0.545000,0.460700,0.646800,0.097500,0.229800,0.343400,0.654900,0.298600,0.369900,0.453000,0.263000,0.576100,0.299200,0.435800,0.728200,0.382300,0.697300,0.419100,0.587700,0.187100,0.746700,0.040800,0.352900,0.196900,0.411500,0.462800,0.500300,0.231000,0.255100,0.549800,0.494000,0.659800,0.198000,0.614000,0.336200,0.688200,0.124300,0.351000,0.521400,0.495900,0.467600,0.375800,0.128400,0.544400,0.181300,0.456000
435,0.019131,0.089298,0.773441,0.199500,0.579702,0.423187,0.293218,0.193700,0.112347,0.065162,0.030729,0.115489,0.073209,0.187456,0.073308,0.045039,0.289429,0.179398,0.029188,0.158144,0.343470,0.142521,0.036578,0.065511,0.191370,0.051308,0.039500,0.049300,0.109586,0.024756,0.054637,0.261845,0.081494,0.032162,0.024288,0.095251,0.019300,0.050619,0.017931,0.034394,0.162432,0.058131,0.328677,0.036788,0.119548,0.085108,0.012419,0.096823,0.025781,0.037287,0.042688,0.089251,0.010500,0.295859,0.123378,0.010487,0.063900,0.062859,0.044406,0.170551,0.114117,0.134156,0.157810,0.021638,0.048903,0.125295,0.490098,0.424505,0.062619,0.066531,0.063929,0.196809,0.113100,0.063181,0.060502,0.042161,0.195836,0.053960,0.025212,0.020106,0.030011,0.060189,0.041742,0.046454,0.101143,0.028019,0.030711,0.032537,0.035062,0.044537,0.025307,0.018213,0.017738,0.224710,0.081983,0.058297,0.049142,0.066202,0.190262,0.053856,0.013900,0.027639,0.080288,0.056752,0.017312,0.142380,0.156129,0.036644,0.115313,0.173964,0.074035,0.045435,0.211573,0.463356,0.057255,0.299937,0.506761,0.049919,0.255065,0.168764,0.345631,0.372835,0.142550,0.256472,0.571110,0.166893,0.215713,0.599913,0.348771,0.469922,0.298700,0.517113,0.313552,0.151331,0.622568,0.242127,0.399577,0.095591,0.427788,0.747912,0.448671,0.220522,0.298906,0.262254,0.551618,0.479212,0.659831,0.097036,0.222139,0.334796,0.656663,0.307795,0.378626,0.438740,0.283782,0.580240,0.308922,0.434210,0.732694,0.366233,0.707936,0.404336,0.603568,0.187061,0.759514,0.039910,0.340848,0.185087,0.420367,0.448729,0.511717,0.220265,0.250333,0.564695,0.485101,0.657665,0.194498,0.625374,0.328007,0.699192,0.114302,0.343917,0.512020,0.500239,0.462103,0.380428,0.113485,0.549119,0.175607,0.459258
440,0.019000,0.089800,0.777600,0.199500,0.583000,0.424700,0.294400,0.194600,0.113000,0.065600,0.030800,0.115300,0.073200,0.188700,0.073400,0.045900,0.305300,0.188000,0.029400,0.155400,0.341300,0.141900,0.036600,0.054100,0.189800,0.051400,0.039400,0.049300,0.100200,0.025700,0.053300,0.259900,0.081200,0.029300,0.020900,0.094200,0.018400,0.050600,0.017500,0.034600,0.158400,0.056800,0.332100,0.034400,0.118800,0.084800,0.012100,0.095700,0.025600,0.037700,0.042500,0.089700,0.010400,0.292400,0.124000,0.010400,0.063900,0.063200,0.044800,0.175000,0.115700,0.134000,0.160100,0.021100,0.044500,0.126000,0.491000,0.424600,0.064500,0.065100,0.063900,0.192700,0.111600,0.064000,0.063700,0.042500,0.192000,0.052500,0.025300,0.021600,0.030300,0.062000,0.042000,0.046800,0.101900,0.027900,0.030700,0.032700,0.035700,0.045100,0.024900,0.017900,0.017400,0.222000,0.080400,0.060900,0.050100,0.066900,0.191300,0.055100,0.013900,0.029400,0.082300,0.059000,0.017400,0.148000,0.154000,0.038300,0.118300,0.174200,0.073600,0.045400,0.222800,0.461900,0.057300,0.308500,0.515200,0.050100,0.256400,0.170700,0.353900,0.393000,0.158900,0.271900,0.576400,0.164800,0.228100,0.607500,0.355000,0.468700,0.315400,0.526400,0.333000,0.155000,0.628400,0.245500,0.433100,0.104200,0.428600,0.751700,0.469400,0.223000,0.324800,0.250600,0.558000,0.486300,0.667500,0.096200,0.212700,0.325600,0.655800,0.315200,0.387900,0.423200,0.301000,0.582900,0.314100,0.431300,0.736300,0.347000,0.713500,0.385200,0.609600,0.186000,0.762300,0.038800,0.321200,0.172000,0.425400,0.432100,0.518800,0.208100,0.245100,0.573300,0.474000,0.655100,0.190000,0.629800,0.317700,0.701000,0.102500,0.334600,0.499100,0.500500,0.456500,0.384100,0.100300,0.552700,0.165500,0.458800
445,0.019000,0.090270,0.781115,0.199500,0.585900,0.425970,0.295588,0.195362,0.113481,0.065952,0.030852,0.115416,0.073302,0.190064,0.073604,0.046957,0.321056,0.196713,0.029731,0.148509,0.338673,0.141633,0.036331,0.044681,0.187578,0.050962,0.039200,0.049288,0.089903,0.025789,0.051719,0.257785,0.080676,0.026913,0.018369,0.093008,0.017675,0.050600,0.017125,0.034856,0.155621,0.055920,0.335659,0.032513,0.117883,0.084363,0.011775,0.096271,0.025963,0.038094,0.042557,0.090243,0.010450,0.290308,0.124501,0.010450,0.064037,0.063503,0.045256,0.179577,0.114432,0.136000,0.165532,0.020656,0.042387,0.127812,0.492682,0.425243,0.066994,0.064170,0.063990,0.191548,0.111660,0.065663,0.067622,0.042988,0.191168,0.052514,0.026032,0.022875,0.031037,0.065311,0.042302,0.047048,0.103930,0.028000,0.031250,0.032700,0.036737,0.046031,0.024936,0.017980,0.017399,0.222057,0.080542,0.064302,0.051025,0.069167,0.192805,0.057520,0.014331,0.031665,0.084430,0.062141,0.017744,0.155529,0.155148,0.040344,0.121497,0.174419,0.074288,0.046220,0.235093,0.465984,0.058775,0.318093,0.523923,0.051242,0.259147,0.174808,0.364069,0.411878,0.176629,0.286577,0.583896,0.162917,0.242406,0.616301,0.361321,0.470743,0.331884,0.535546,0.350566,0.158716,0.633454,0.251303,0.457381,0.112878,0.427211,0.754863,0.491348,0.225871,0.354880,0.240133,0.564920,0.484616,0.667513,0.095230,0.201951,0.316531,0.650606,0.320146,0.398786,0.404619,0.309299,0.583764,0.314199,0.427352,0.739059,0.326632,0.711983,0.362565,0.602740,0.182491,0.753785,0.037377,0.300828,0.159232,0.424297,0.414052,0.518916,0.191343,0.239493,0.573631,0.462248,0.652040,0.185064,0.622895,0.306139,0.690863,0.090223,0.323387,0.482671,0.491962,0.450047,0.386758,0.088720,0.555129,0.154838,0.454643
450,0.019000,0.090500,0.783700,0.199500,0.588100,0.426800,0.296400,0.195800,0.113700,0.066100,0.030900,0.115700,0.073500,0.191500,0.073900,0.048200,0.336100,0.205500,0.030100,0.138300,0.335900,0.140900,0.035800,0.037000,0.185400,0.050200,0.039000,0.049200,0.079300,0.025800,0.049900,0.255700,0.080200,0.024900,0.016500,0.091800,0.017000,0.050600,0.016800,0.035100,0.154200,0.055600,0.339200,0.031100,0.117100,0.084100,0.011600,0.097300,0.026900,0.038500,0.042700,0.090900,0.010600,0.289600,0.125000,0.010600,0.065000,0.063800,0.045700,0.184000,0.113200,0.140000,0.172400,0.020300,0.041600,0.130000,0.494800,0.425900,0.070200,0.063800,0.064300,0.191500,0.112500,0.068100,0.072900,0.043500,0.191200,0.052700,0.027700,0.023900,0.031900,0.070000,0.042600,0.047300,0.106200,0.028100,0.031800,0.032700,0.037700,0.046900,0.025200,0.018300,0.017400,0.223500,0.081700,0.068900,0.052500,0.072900,0.194900,0.061500,0.015400,0.034700,0.087200,0.066000,0.018500,0.165000,0.162200,0.042700,0.125700,0.174500,0.076000,0.048300,0.248500,0.478400,0.062800,0.330900,0.533300,0.054000,0.263500,0.182000,0.375900,0.430100,0.196900,0.301300,0.594200,0.161700,0.259700,0.625900,0.369000,0.477200,0.349300,0.543800,0.363600,0.162300,0.637800,0.258800,0.473900,0.120000,0.423900,0.756600,0.509400,0.228000,0.382500,0.230500,0.570000,0.478000,0.661400,0.094000,0.190500,0.307400,0.642400,0.320700,0.404900,0.387000,0.311000,0.581200,0.311200,0.422300,0.740000,0.306000,0.704700,0.339000,0.584900,0.176800,0.737000,0.035700,0.279000,0.146900,0.417400,0.394200,0.513800,0.175800,0.233600,0.566200,0.450000,0.648200,0.180000,0.604800,0.293500,0.672500,0.078400,0.310900,0.464800,0.474000,0.443300,0.387900,0.078600,0.556100,0.142800,0.446900
455,0.019000,0.090335,0.785235,0.199500,0.589418,0.427084,0.296526,0.195803,0.113643,0.065979,0.030963,0.115931,0.073634,0.192890,0.074146,0.049623,0.348170,0.214196,0.030431,0.124915,0.333195,0.137614,0.035137,0.030875,0.183511,0.049519,0.038900,0.048825,0.069266,0.024949,0.047756,0.253459,0.079930,0.023075,0.015000,0.090573,0.016256,0.050700,0.016544,0.035256,0.154298,0.055623,0.342577,0.029938,0.116719,0.084162,0.011675,0.098241,0.028262,0.038938,0.042824,0.091569,0.010844,0.291051,0.125503,0.010850,0.067430,0.064112,0.046050,0.187926,0.116666,0.145613,0.179430,0.020025,0.047994,0.131834,0.496750,0.426008,0.074102,0.063810,0.064686,0.194883,0.114950,0.071084,0.080307,0.043895,0.195214,0.054806,0.029956,0.024606,0.032644,0.076065,0.042809,0.047571,0.107933,0.028038,0.031801,0.032769,0.038183,0.047338,0.026094,0.018944,0.017920,0.228124,0.085251,0.075212,0.054902,0.078034,0.197350,0.067288,0.016750,0.039021,0.090704,0.070296,0.019556,0.176280,0.177196,0.045287,0.131597,0.173964,0.078659,0.051349,0.262920,0.499959,0.068788,0.349095,0.543780,0.058218,0.270054,0.193387,0.389022,0.448363,0.221211,0.316627,0.608218,0.161422,0.281194,0.636096,0.379276,0.488853,0.368749,0.550623,0.370050,0.165559,0.641539,0.267488,0.484301,0.123376,0.419017,0.756421,0.518828,0.228236,0.400591,0.221369,0.570808,0.466702,0.651592,0.092450,0.178954,0.297763,0.632708,0.314479,0.400157,0.374698,0.302168,0.574113,0.304145,0.416221,0.738444,0.286433,0.692571,0.317449,0.559310,0.169906,0.715956,0.033769,0.256726,0.135780,0.402883,0.371992,0.501457,0.167944,0.227511,0.550537,0.437551,0.643572,0.175199,0.576561,0.280037,0.651524,0.068527,0.297762,0.447660,0.449281,0.436739,0.387058,0.069756,0.555364,0.129740,0.436795
460,0.019000,0.089900,0.786100,0.199500,0.590300,0.427000,0.296400,0.195500,0.113400,0.065700,0.031000,0.116700,0.074100,0.194500,0.074800,0.051200,0.358200,0.222400,0.030800,0.110400,0.331200,0.135000,0.034500,0.026100,0.182400,0.048800,0.038800,0.048200,0.060200,0.023500,0.045500,0.252200,0.079800,0.021500,0.013900,0.089500,0.015500,0.050800,0.016300,0.035400,0.155200,0.055800,0.345800,0.029400,0.116700,0.084400,0.012000,0.099300,0.030200,0.039400,0.043300,0.092600,0.011200,0.292800,0.126000,0.011200,0.070900,0.064500,0.046400,0.192000,0.124100,0.150000,0.187000,0.019900,0.055000,0.134000,0.500900,0.426100,0.079200,0.063900,0.065700,0.200500,0.118200,0.075300,0.089400,0.044300,0.201700,0.058200,0.033400,0.025100,0.033300,0.084000,0.043100,0.048000,0.109300,0.027900,0.031800,0.032900,0.038400,0.047600,0.027300,0.019800,0.018900,0.234300,0.089900,0.083000,0.058700,0.084000,0.201500,0.075500,0.019000,0.044000,0.096300,0.076000,0.021300,0.191000,0.201500,0.048200,0.139400,0.173100,0.081700,0.055500,0.278900,0.531700,0.078400,0.372000,0.556100,0.064300,0.277100,0.208600,0.406900,0.466000,0.248100,0.333200,0.625200,0.161400,0.307000,0.646600,0.391000,0.504200,0.388300,0.556900,0.372700,0.168800,0.644800,0.276700,0.491200,0.124200,0.413300,0.755400,0.522000,0.227000,0.408900,0.212400,0.568000,0.452800,0.640600,0.090700,0.167800,0.286700,0.620900,0.302800,0.387900,0.364600,0.285000,0.564900,0.293500,0.409900,0.735800,0.268200,0.676700,0.297100,0.531800,0.161300,0.695100,0.031700,0.234700,0.125000,0.383700,0.350200,0.484200,0.162200,0.221200,0.528200,0.424000,0.639400,0.170000,0.541300,0.266400,0.632200,0.060100,0.284400,0.430700,0.419800,0.431300,0.384800,0.062200,0.553100,0.115800,0.423900
465,0.019000,0.089389,0.786738,0.199500,0.591237,0.426800,0.296485,0.195083,0.113097,0.065405,0.030969,0.118321,0.075054,0.196424,0.076139,0.052921,0.366528,0.229753,0.031294,0.096804,0.330563,0.135016,0.034250,0.022500,0.182247,0.048000,0.038625,0.047444,0.052918,0.022225,0.043319,0.252794,0.079746,0.020206,0.013200,0.088933,0.014731,0.050757,0.015987,0.035594,0.157696,0.056401,0.348894,0.029506,0.117432,0.084935,0.012675,0.100838,0.032943,0.039856,0.044329,0.094249,0.011569,0.293185,0.126315,0.011563,0.074954,0.065013,0.046762,0.196934,0.135898,0.150917,0.195807,0.019950,0.055729,0.136944,0.509383,0.426631,0.085806,0.064501,0.067382,0.204335,0.120884,0.081119,0.099297,0.044800,0.205840,0.060528,0.038444,0.025450,0.033750,0.094197,0.043611,0.048689,0.110138,0.027694,0.031418,0.033081,0.038480,0.047826,0.028083,0.020565,0.019689,0.238977,0.093411,0.091620,0.063781,0.089826,0.208043,0.086792,0.022444,0.048962,0.105110,0.084261,0.023925,0.211197,0.238119,0.051606,0.149348,0.172480,0.084114,0.060949,0.297236,0.575255,0.093617,0.399048,0.570912,0.072662,0.282317,0.227763,0.433278,0.482012,0.276418,0.351927,0.644774,0.161473,0.337597,0.657197,0.402706,0.522127,0.405781,0.563341,0.374572,0.172349,0.647742,0.285892,0.496531,0.121773,0.407662,0.754491,0.521949,0.224932,0.408316,0.203149,0.562714,0.438204,0.630423,0.088860,0.157879,0.273500,0.606163,0.287494,0.372650,0.354590,0.264530,0.555669,0.279973,0.403985,0.733299,0.252224,0.657991,0.278094,0.507352,0.150279,0.677953,0.029594,0.213877,0.113319,0.362296,0.331974,0.464535,0.154771,0.214552,0.500484,0.408351,0.636639,0.163722,0.502007,0.253480,0.618786,0.053295,0.271528,0.413677,0.388049,0.428466,0.381430,0.056050,0.549418,0.101007,0.408132
470,0.019000,0.089000,0.787400,0.199500,0.592300,0.426800,0.296700,0.194800,0.112900,0.065200,0.030900,0.121600,0.077400,0.199400,0.078700,0.054700,0.373300,0.235600,0.031800,0.084200,0.329800,0.135000,0.033900,0.019800,0.181800,0.047300,0.038400,0.046600,0.047000,0.021000,0.041200,0.253400,0.079500,0.019100,0.012700,0.088200,0.014000,0.050500,0.015700,0.035800,0.161100,0.057500,0.351400,0.029800,0.118100,0.085300,0.013600,0.101800,0.036100,0.040400,0.046800,0.096800,0.012300,0.294300,0.127000,0.012200,0.079900,0.065800,0.047300,0.202000,0.144000,0.151000,0.203400,0.020000,0.055800,0.141000,0.523300,0.427000,0.094500,0.065600,0.071200,0.210400,0.124600,0.089300,0.112200,0.045400,0.212200,0.064300,0.045300,0.025700,0.034200,0.107000,0.044400,0.049800,0.110700,0.027500,0.030900,0.033200,0.038500,0.048000,0.029500,0.021900,0.021100,0.245900,0.098400,0.103000,0.072600,0.096900,0.219500,0.101300,0.027700,0.054500,0.118300,0.094000,0.027900,0.235000,0.283800,0.055200,0.162800,0.171800,0.087300,0.067200,0.316900,0.628100,0.112800,0.433800,0.586200,0.083100,0.288700,0.250300,0.464000,0.494800,0.304100,0.371400,0.665200,0.161900,0.369800,0.667000,0.413000,0.540600,0.420600,0.568500,0.375300,0.175500,0.650300,0.294100,0.497700,0.117200,0.401600,0.752600,0.518100,0.222000,0.400500,0.194400,0.555000,0.422200,0.620800,0.086900,0.148500,0.261300,0.589400,0.266400,0.354900,0.343300,0.242000,0.543600,0.262700,0.396600,0.729300,0.237300,0.635600,0.259300,0.481900,0.138600,0.663100,0.027500,0.194300,0.102900,0.338200,0.314400,0.442200,0.145800,0.207200,0.467300,0.392000,0.633100,0.157000,0.459400,0.240500,0.608100,0.047500,0.258400,0.395700,0.354800,0.424600,0.376800,0.050800,0.543900,0.086100,0.389800
475,0.019169,0.088873,0.788285,0.199500,0.593459,0.427230,0.296858,0.194840,0.112933,0.065141,0.030829,0.127477,0.081902,0.204356,0.083223,0.056484,0.378533,0.238722,0.032201,0.073361,0.327458,0.131604,0.032906,0.017681,0.178735,0.046956,0.038131,0.045706,0.042388,0.019969,0.039175,0.251955,0.078014,0.018100,0.012163,0.086560,0.013344,0.049696,0.015531,0.035994,0.164766,0.059050,0.352500,0.030238,0.117364,0.084679,0.014687,0.100550,0.039500,0.041106,0.051408,0.100700,0.013102,0.298394,0.128554,0.012852,0.085943,0.067027,0.048163,0.206507,0.143308,0.150987,0.206018,0.019750,0.053072,0.146430,0.544173,0.426385,0.105915,0.066832,0.078081,0.219604,0.129804,0.100714,0.130072,0.046101,0.221908,0.069255,0.054287,0.025894,0.034751,0.122583,0.045543,0.051563,0.111008,0.027419,0.030731,0.033150,0.038519,0.048089,0.031494,0.023503,0.022674,0.256328,0.104676,0.119016,0.088021,0.106745,0.238461,0.119516,0.035158,0.060238,0.137763,0.104319,0.033396,0.260970,0.338184,0.058669,0.181596,0.170821,0.091573,0.073999,0.337309,0.688694,0.135732,0.480560,0.599669,0.095499,0.297673,0.275874,0.494904,0.502732,0.328801,0.390444,0.684720,0.162810,0.400118,0.675017,0.420691,0.557330,0.432186,0.571020,0.373895,0.177573,0.652547,0.300690,0.491382,0.112152,0.394732,0.748513,0.509407,0.218039,0.387013,0.186957,0.544714,0.404296,0.610885,0.084856,0.139103,0.253270,0.571890,0.237271,0.334192,0.328436,0.219841,0.525644,0.240395,0.385916,0.721903,0.222375,0.608637,0.238744,0.451039,0.127851,0.648507,0.025493,0.176250,0.096392,0.311174,0.294815,0.417370,0.133776,0.198870,0.428278,0.376184,0.626527,0.150343,0.414074,0.226666,0.597085,0.041994,0.244165,0.375245,0.321020,0.415994,0.370594,0.045938,0.536036,0.071629,0.369088
480,0.019500,0.088900,0.789500,0.199500,0.594600,0.427900,0.296900,0.195100,0.113100,0.065100,0.030800,0.135800,0.088800,0.210600,0.089300,0.058100,0.382900,0.241200,0.032600,0.064100,0.323300,0.125900,0.031800,0.016100,0.173200,0.046700,0.037800,0.044900,0.038800,0.019100,0.037300,0.248200,0.075800,0.017200,0.011700,0.084600,0.012800,0.049100,0.015400,0.036200,0.168500,0.061000,0.354000,0.030900,0.115600,0.083500,0.016000,0.099300,0.042700,0.042000,0.058400,0.105600,0.015800,0.309200,0.131000,0.015000,0.093000,0.068600,0.049400,0.211000,0.142300,0.151000,0.208700,0.019500,0.050400,0.154000,0.572100,0.425300,0.120200,0.068500,0.089800,0.238500,0.139400,0.115400,0.152800,0.047000,0.241800,0.081500,0.065500,0.026100,0.035600,0.141900,0.047100,0.053800,0.111800,0.027400,0.030700,0.033100,0.038600,0.048300,0.036700,0.028000,0.027600,0.276600,0.118900,0.139200,0.108700,0.117900,0.265900,0.141000,0.045800,0.068900,0.161900,0.115000,0.041500,0.288000,0.392900,0.062200,0.202100,0.169900,0.100200,0.080800,0.357500,0.749200,0.158100,0.531600,0.610000,0.110000,0.315100,0.303800,0.525000,0.505100,0.349100,0.408400,0.702900,0.164500,0.425900,0.682200,0.426000,0.572800,0.439400,0.572100,0.370200,0.179200,0.653900,0.304000,0.479600,0.106900,0.387400,0.742600,0.496700,0.213000,0.369000,0.180100,0.532000,0.385500,0.598700,0.082600,0.130100,0.248300,0.555800,0.205600,0.309900,0.313000,0.199000,0.502900,0.216000,0.374200,0.711000,0.207900,0.576200,0.220000,0.415500,0.117900,0.632200,0.023600,0.159800,0.090900,0.282200,0.275100,0.389800,0.120800,0.191200,0.386500,0.361000,0.617600,0.144000,0.368000,0.212900,0.585000,0.037300,0.230000,0.356300,0.287700,0.404000,0.363900,0.041600,0.526500,0.058200,0.346500
485,0.019913,0.088936,0.790898,0.199500,0.595571,0.428506,0.296857,0.195401,0.113261,0.064970,0.030850,0.147285,0.099163,0.217843,0.097086,0.059387,0.387016,0.244909,0.033079,0.056593,0.316873,0.120940,0.031056,0.014938,0.165867,0.046247,0.037350,0.044368,0.035956,0.018406,0.035656,0.241909,0.073522,0.016356,0.011362,0.082623,0.012469,0.049095,0.015244,0.036412,0.171927,0.063281,0.357917,0.031875,0.112647,0.081978,0.017612,0.100408,0.045529,0.042946,0.068693,0.111435,0.020441,0.329478,0.134403,0.019045,0.101661,0.070447,0.050818,0.215996,0.145952,0.152383,0.214687,0.019705,0.060924,0.164648,0.607933,0.424423,0.137158,0.070799,0.108317,0.273301,0.156783,0.134021,0.179980,0.047981,0.278037,0.103821,0.079621,0.026338,0.036533,0.165559,0.049092,0.056228,0.113614,0.027538,0.030944,0.033207,0.038762,0.048705,0.046728,0.036378,0.036071,0.312948,0.145584,0.163131,0.134547,0.128998,0.304218,0.166008,0.060851,0.083206,0.189880,0.125771,0.053209,0.314854,0.439290,0.065929,0.220574,0.169331,0.116734,0.087243,0.376722,0.801165,0.175472,0.578580,0.616438,0.127293,0.347459,0.333935,0.552997,0.501983,0.363586,0.424564,0.719189,0.167431,0.444066,0.689513,0.429233,0.587310,0.441114,0.572978,0.364313,0.180888,0.654103,0.303638,0.465358,0.102537,0.379936,0.735485,0.481023,0.206896,0.347257,0.173199,0.517023,0.366868,0.582462,0.080004,0.121834,0.245299,0.543046,0.176345,0.281491,0.299626,0.181550,0.476993,0.191794,0.363737,0.697026,0.194018,0.537004,0.206838,0.375746,0.109308,0.612593,0.021881,0.145287,0.083718,0.251786,0.256585,0.358810,0.108565,0.185845,0.344451,0.346727,0.607421,0.138318,0.322580,0.199834,0.571192,0.033812,0.216866,0.343069,0.255628,0.388892,0.357907,0.037781,0.515875,0.046554,0.322334
490,0.020300,0.088900,0.791300,0.199500,0.596100,0.428700,0.297000,0.195500,0.113300,0.064900,0.030900,0.159800,0.111100,0.225000,0.105200,0.060200,0.391600,0.249800,0.033600,0.050500,0.310000,0.116000,0.030300,0.014100,0.158700,0.045900,0.036900,0.044000,0.033800,0.017900,0.034200,0.235400,0.071900,0.015600,0.011100,0.080900,0.012200,0.049100,0.015100,0.036700,0.175000,0.065900,0.362800,0.033100,0.110500,0.081000,0.019400,0.102700,0.047000,0.044500,0.080900,0.117500,0.032100,0.357300,0.139000,0.028000,0.109900,0.072300,0.053300,0.221000,0.159500,0.162000,0.226400,0.020200,0.089300,0.178000,0.646900,0.424300,0.158500,0.073700,0.134100,0.327000,0.181000,0.155500,0.214700,0.049700,0.335100,0.146400,0.095200,0.026800,0.038900,0.195000,0.051700,0.059400,0.117400,0.028200,0.032000,0.033700,0.039400,0.049700,0.064700,0.053500,0.056800,0.368600,0.192000,0.192800,0.163300,0.140900,0.349300,0.192900,0.080000,0.103300,0.219000,0.136000,0.069000,0.340000,0.475700,0.069700,0.236500,0.169100,0.141100,0.092500,0.393400,0.842000,0.186800,0.617200,0.621100,0.145600,0.395500,0.364100,0.575000,0.496100,0.373300,0.437500,0.733400,0.171000,0.452300,0.696400,0.430000,0.600300,0.437400,0.572500,0.356500,0.181400,0.653300,0.300700,0.448500,0.098100,0.372200,0.727300,0.462600,0.200000,0.322400,0.166500,0.500000,0.347800,0.563000,0.077100,0.114000,0.241600,0.531900,0.149900,0.252900,0.287400,0.166000,0.450100,0.169700,0.353700,0.681300,0.180800,0.495200,0.196600,0.337100,0.101300,0.591800,0.020300,0.132100,0.076900,0.221700,0.239200,0.327000,0.096700,0.181600,0.305200,0.333000,0.597500,0.133000,0.280900,0.187800,0.558300,0.031200,0.204800,0.333100,0.226500,0.374100,0.351800,0.034400,0.504300,0.036800,0.297700
